frame,track_id,x1,y1,x2,y2,foot_x,foot_y,x_pitch,y_pitch,in_pitch,conf
12,5,1432.6,760.4,1447.7,798.7,1440.1,798.7,86.537,47.501,1,0.779
12,6,1296.5,807.4,1320.6,853.7,1308.5,853.7,73.589,59.697,1,0.681
12,7,1272.6,770.1,1292.7,810.2,1282.6,810.2,74.512,50.582,1,0.584
12,8,986.9,763.5,1000.5,803.0,993.7,803.0,54.405,49.208,1,0.732
12,9,1005.7,736.2,1025.7,775.8,1015.7,775.8,56.136,41.582,1,0.58
12,10,414.0,721.3,426.0,753.8,420.0,753.8,4.007,34.936,1,0.716
12,11,1473.4,779.6,1487.7,818.1,1480.6,818.1,87.265,52.162,1,0.738
12,12,1299.5,716.3,1311.6,748.1,1305.6,748.1,81.592,31.818,1,0.512
12,13,1048.2,682.0,1063.0,709.9,1055.6,709.9,60.841,14.856,1,0.667
12,14,1300.7,709.8,1314.3,749.1,1307.5,749.1,81.65,32.174,1,0.402
12,15,1143.6,706.4,1156.8,737.6,1150.2,737.6,68.726,27.837,1,0.625
12,18,1178.4,700.4,1190.2,730.6,1184.3,730.6,72.373,24.787,1,0.465
12,21,968.0,745.1,984.6,780.6,976.3,780.6,53.046,43.09,1,0.735
12,42,1261.9,690.7,1272.6,721.1,1267.2,721.1,81.24,20.376,1,0.671
12,17,1308.4,717.6,1319.3,750.1,1313.8,750.1,82.08,32.557,1,0.578
12,33,1246.7,701.9,1265.0,735.4,1255.8,735.4,78.542,26.811,1,0.778
13,1,1497.5,721.6,1513.0,753.0,1505.2,753.0,97.841,33.42,1,0.69
13,2,1077.4,752.2,1090.5,793.4,1083.9,793.4,61.085,46.555,1,0.749
13,3,1324.3,785.4,1342.0,830.2,1333.1,830.2,76.554,55.027,1,0.788
13,5,1430.2,760.2,1444.3,799.2,1437.3,799.2,86.287,47.623,1,0.793
13,6,1291.5,808.3,1312.9,853.7,1302.2,853.7,73.202,59.709,1,0.686
13,7,1270.2,773.4,1288.7,811.6,1279.5,811.6,74.205,50.914,1,0.624
13,8,985.8,763.5,999.4,802.2,992.6,802.2,54.324,48.997,1,0.741
13,9,1001.4,740.5,1022.2,776.5,1011.8,776.5,55.824,41.812,1,0.665
13,10,414.1,721.3,426.1,753.8,420.1,753.8,4.013,34.931,1,0.705
13,11,1472.6,780.4,1487.4,818.3,1480.0,818.3,87.213,52.199,1,0.778
13,13,1048.1,681.6,1060.5,710.0,1054.3,710.0,60.701,14.886,1,0.581
13,14,1297.0,707.6,1311.1,749.2,1304.1,749.2,81.343,32.228,1,0.492
13,15,1138.5,707.4,1154.2,738.1,1146.4,738.1,68.349,28.045,1,0.679
13,18,1175.0,700.1,1188.6,730.8,1181.8,730.8,72.12,24.899,1,0.775
13,21,967.0,745.0,981.9,780.7,974.4,780.7,52.9,43.136,1,0.32
13,42,1263.9,690.7,1278.8,721.9,1271.3,721.9,81.539,20.741,1,0.702
13,17,1307.8,716.7,1319.7,750.4,1313.8,750.4,82.045,32.654,1,0.581
13,33,1240.9,703.3,1261.2,736.9,1251.0,736.9,77.955,27.425,1,0.754
13,16,1120.4,692.9,1131.9,721.6,1126.2,721.6,67.429,20.714,1,0.684
14,1,1494.8,722.2,1507.3,753.2,1501.1,753.2,97.465,33.481,1,0.774
14,2,1075.7,755.4,1087.0,795.8,1081.3,795.8,60.837,47.221,1,0.712
14,3,1319.1,785.5,1339.0,830.8,1329.1,830.8,76.252,55.153,1,0.821
14,5,1427.5,760.4,1442.3,800.1,1434.9,800.1,86.018,47.863,1,0.8
14,6,1283.9,807.6,1307.8,855.8,1295.9,855.8,72.71,60.107,1,0.763
14,7,1266.0,772.9,1283.1,810.9,1274.6,810.9,73.91,50.757,1,0.683
14,8,984.3,763.5,998.7,801.9,991.5,801.9,54.244,48.909,1,0.74
14,9,1001.7,743.9,1017.5,777.5,1009.6,777.5,55.643,42.131,1,0.684
14,10,414.4,721.3,426.1,753.7,420.3,753.7,4.014,34.91,1,0.7
14,11,1471.9,780.7,1486.7,818.9,1479.3,818.9,87.099,52.343,1,0.738
14,13,1048.0,681.4,1058.1,709.6,1053.0,709.6,60.583,14.677,1,0.663
14,14,1292.8,705.6,1305.6,741.3,1299.2,741.3,81.8,29.18,1,0.537
14,15,1134.1,707.4,1152.0,738.0,1143.1,738.0,68.054,27.995,1,0.733
14,18,1170.4,700.3,1187.9,730.8,1179.2,730.8,71.878,24.884,1,0.817
14,21,965.9,743.8,980.7,780.7,973.3,780.7,52.811,43.117,1,0.567
14,42,1266.8,692.1,1283.2,722.5,1275.0,722.5,81.82,21.03,1,0.647
14,17,1304.6,715.9,1319.6,750.4,1312.1,750.4,81.901,32.659,1,0.734
14,33,1238.3,704.8,1255.6,737.3,1247.0,737.3,77.546,27.606,1,0.709
14,16,1118.2,693.5,1129.2,721.8,1123.7,721.8,67.176,20.821,1,0.712
15,1,1491.5,721.2,1504.0,753.3,1497.7,753.3,97.168,33.526,1,0.764
15,2,1072.0,758.0,1084.6,796.4,1078.3,796.4,60.603,47.37,1,0.75
15,3,1313.2,786.0,1336.3,831.7,1324.8,831.7,75.914,55.354,1,0.795
15,5,1424.5,761.1,1441.0,800.5,1432.8,800.5,85.823,47.975,1,0.816
15,6,1277.3,808.4,1301.9,857.9,1289.6,857.9,72.233,60.486,1,0.517
15,7,1261.6,773.8,1279.2,813.5,1270.4,813.5,73.464,51.375,1,0.55
15,8,982.6,762.4,997.1,801.8,989.8,801.8,54.121,48.9,1,0.764
15,9,1000.2,746.6,1013.3,779.5,1006.7,779.5,55.414,42.736,1,0.582
15,10,414.2,721.3,426.2,753.6,420.2,753.6,3.995,34.883,1,0.704
15,11,1471.1,780.4,1485.8,819.4,1478.5,819.4,86.997,52.447,1,0.782
15,13,1047.1,681.3,1056.5,709.4,1051.8,709.4,60.46,14.598,1,0.716
